HYPE,,,,,,
,DATE,PRICE,PERP_VOLUME,PERP_DAU,REVENUE,CHAIN_TVL
,01/26/2026,24.88037679,7284056610,39312,1847081.917,1118328763
,01/27/2026,30.70688961,6983326779,43237,1925077.48,1239152283
,01/28/2026,34.06282433,9459176528,45156,2444443.378,1347486669
,01/29/2026,30.78717114,14825619026,56905,1623879.917,1315992146
,01/30/2026,30.55329298,15481027669,55502,3569722.563,1259454057
,01/31/2026,30.96152086,12057021113,56892,2830497.962,1298592435
,02/01/2026,30.68627752,8271573761,42203,3793369.473,1307582811
,02/02/2026,33.41872271,11882966401,49118,2630908.992,1349517904
,02/03/2026,32.57882942,13194616189,53846,2441718.018,1368351689
,02/04/2026,35.56021974,12822178095,50715,3304934.658,1412697181
,02/05/2026,33.02058631,24983362953,69476,2980572.712,1402244466
,02/06/2026,32.44525712,16939150650,62454,5594347.165,1377987956
,02/07/2026,31.38943415,6413191570,39993,3213524.306,1371605497
,02/08/2026,32.42555431,3900555119,37546,1590591.146,1397869555
,02/09/2026,31.36887546,6704449464,41204,1140361.742,1404598989
,02/10/2026,28.81390754,5972968205,41218,1376814.61,1334896288
,02/11/2026,29.32797227,7438472626,45762,1349176.163,1343151136
,02/12/2026,30.9078146,6784180137,42955,1788840.928,1375117730
,02/13/2026,31.61751777,5660133339,38996,1578393.375,1410733663
,02/14/2026,31.8912743,2682696716,36147,1196343.689,1426386494
,02/15/2026,30.62767534,3643356112,37811,787601.7286,1404576903
,02/16/2026,31.08411169,3687223062,37107,1020203.882,1405034374
,02/17/2026,29.59817423,5571589526,39228,901873.6797,1386002221
,02/18/2026,28.58965464,4821744854,38898,1247707.157,1351745887
,02/19/2026,29.04516226,4414082116,39984,1246238.993,1374084779
,02/20/2026,30.35065784,6148967915,41187,985555.0777,1364426886
,02/21/2026,29.73259366,1743624406,33913,1342270.781,1396795805
,02/22/2026,28.96829224,1741222570,36614,478046.257,1375061873
,02/23/2026,26.26063343,6778137084,53989,743623.2598,1326075952
,02/24/2026,27.18191035,6432596988,47798,1689943.274,1315568616
,02/25/2026,27.77786372,8755363111,52768,1621047.929,1337911845
,02/26/2026,28.17341462,6244017478,47068,1958509.593,1361904566
,02/27/2026,27.26706748,5579996810,48127,1256289.389,1301628310
,02/28/2026,31.20610359,6622266172,51911,1444236.868,1386862910
,03/01/2026,31.69662857,5242038851,46560,2150812.912,1436417644
,03/02/2026,32.79861664,8479434248,53431,1614518.623,1454080275
,03/03/2026,31.34521791,10125981686,51024,2460725.308,1482915719
,03/04/2026,32.30585763,10371901964,55661,1384226.265,1471299482
,03/05/2026,30.59544899,7508628321,47900,2269555.388,1463092893
,03/06/2026,31.15627539,8083771293,48856,1603312.253,1461508072
,03/07/2026,30.28727631,2927698529,39307,1790724.835,1459219065
,03/08/2026,30.75364196,4638780353,45917,762889.1051,1453927329
,03/09/2026,34.79556738,10284504629,56106,1438907.879,1520788881
,03/10/2026,34.11281446,7740138149,54056,2043979.147,1529414145
,03/11/2026,36.25264603,6715682384,49678,1742611.178,1561597247
,03/12/2026,37.35202574,6946799750,50086,1415420.491,1577841127
,03/13/2026,36.43167213,8065772305,57175,1473620.553,1557137365
,03/14/2026,37.87924115,2596912534,40602,1790341.658,1585365822
,03/15/2026,37.2752104,3914078293,40020,564443.0635,1601249290
,03/16/2026,40.75902248,8612516815,57744,1093781.025,1625381464
,03/17/2026,41.21211454,7051508140,50713,2399188.485,1660727893
,03/18/2026,42.15477524,8543033644,58650,1548611.524,1657188864
,03/19/2026,39.15795146,9688434078,61436,1914594.196,1606571670
,03/20/2026,39.53664368,6714477820,50988,1867924.225,1565796670
,03/21/2026,39.41284512,2217984615,43146,1378490.026,1564855835
,03/22/2026,38.38409166,5051554984,53079,723071.708,1531166756
,03/23/2026,37.1991983,12482798805,64589,1143407.685,1505988227
,03/24/2026,40.35505196,8114203094,52847,2464854.888,1542962619
,03/25/2026,40.26412699,7140047228,54125,1596552.816,1575785062
,03/26/2026,39.04217746,6670256742,55401,1331470.756,1549341622
,03/27/2026,38.5871792,6405091844,54995,1386604.993,1535714938
,03/28/2026,39.45076496,2401269684,39719,1372405.507,1529284511
,03/29/2026,37.82585557,2849291231,42309,589166.2687,1515928155
,03/30/2026,36.76631821,6155893365,57942,783852.3458,1493880366
,03/31/2026,36.55245234,9780089653,60381,1087614.895,1457881711
,04/01/2026,35.98197736,8219402382,54810,1933816.287,1452812853
,04/02/2026,35.20903249,9535423849,57766,1775867.246,1418413286
,04/03/2026,35.59449337,2914080693,36059,1436678.788,1411005818
,04/04/2026,36.46802456,1442400493,29919,735306.1687,1399997036
,04/05/2026,36.92873325,3225496454,35773,411840.5434,1426293625
,04/06/2026,36.33586493,7305100116,47585,949415.4987,1425664679
,04/07/2026,38.70338354,11913210775,54513,1508790.491,1407906315
,04/08/2026,38.73730874,9785477508,49822,2275895.637,1420217004
,04/09/2026,39.43769631,8319397044,45744,1677237.056,1401854861
,04/10/2026,41.5898201,5931679217,43098,1762141.291,1434451555
,04/11/2026,42.25273014,2814731424,36020,1278366.882,1473788965
,04/12/2026,40.84057383,5458897562,43671,906423.6701,1448339692
,04/13/2026,44.31564948,7946205682,49850,1042725.323,1466032552
,04/14/2026,43.50009044,7887213117,51069,1849539.837,1472309222
,04/15/2026,44.63665633,6074155512,42682,1885315.76,1464974515
,04/16/2026,43.86652523,6961037751,45281,1289993.867,1463449117
,04/17/2026,44.55257685,5889581840,46862,1664041.365,1453203529
,04/18/2026,43.85068365,3411002390,39418,1895681.894,1406247833
,04/19/2026,40.64327343,5345553075,43493,819611.8866,1247320540
,04/20/2026,40.59229078,6215911473,43314,1269160.697,1218947106
,04/21/2026,39.8220178,7518270173,43440,1385416.624,1196819296
,04/22/2026,41.20452868,6701643239,50168,1658273.041,1200278705
,04/23/2026,41.27577676,7643658633,46849,1705222.577,1226219373
,04/24/2026,41.13230818,5548887044,40893,1455534.919,1224184650
,04/25/2026,41.4890919,1700299570,29515,967316.2391,1210985466
,04/26/2026,42.53744234,2734118712,34535,444520.2212,1234042643
,04/27/2026,41.59844411,5759242662,47146,796924.2068,1232855780
,04/28/2026,40.09985,5832416836,45543,1252507.034,1221093655
,04/29/2026,39.94540719,7797347238,49739,1053525.396,1227789744
,04/30/2026,39.66852282,6502523683,44023,1718099.11,1217215874
,05/01/2026,41.12841079,6254361027,44142,1028476.8,1217434506
,05/02/2026,41.2936298,1963578518,32051,1348603.83,1244307024
,05/03/2026,41.48804439,2987295669,35011,565073.6364,1297022312
,05/04/2026,41.80874228,8130555682,49146,756087.6205,1294465747
,05/05/2026,43.69117426,7347165080,50240,2004241.213,1280357543
,05/06/2026,43.02072947,9583846717,54723,1668768.293,1279171584
,05/07/2026,42.5043512,8647707825,49712,1974542.842,1272213257
,05/08/2026,43.1708992,6722956687,46277,1538477.517,1287269919
,05/09/2026,42.94749406,2900831833,37615,1318914.543,1284178347
,05/10/2026,43.09429901,555770980.4,14562,844895.4641,753646604
,05/11/2026,42.02,,,,
